SKU,Name,Character,Additional Characters,Faction,Series,Team,Line,Company,Type,Category,Price,Qty,Order Date,Ship Date,Vendor,Order #,notes,Item Total,0
,Transformers Collaborative Teenage Mutant Ninja Turtles x Transformers Party Wallop,Party Wallop,"Leonardo, Raphael, Michaelangelo, Donatello",Other,TMNT,,Legacy United,Hasbro,first,Voyager,$49.99,2,3/28/2024,6/27/2024,Pulse,4283573,,$99.98,"$79,395.12"
,Transformers Generations Comic Edition Shockwave,Shockwave,,Decepticon,G1 Comic,,Comic Edition,Hasbro,first,Voyager,$39.99,2,3/28/2024,7/3/2024,Pulse,4283573,,$79.98,"$79,475.10"
,Transformers Legacy United Versus Multipack,Squeezeplay,"Tarn, Cliffjumper, Tarantulus",Autobot,Masterforce,,Legacy United,Hasbro,first,Deluxe,$79.99,1,3/28/2024,7/24/2024,Pulse,4280177,,$79.99,"$79,555.09"
,Transformers Studio Series Deluxe Transformers: Bumblebee 111 Concept Art Sunstreaker,Sunstreaker,,Autobot,Bumblebee,,Studio Series,Hasbro,first,Deluxe,$24.99,1,4/3/2024,4/16/2024,Pulse,4306405,,$24.99,"$79,580.08"
,Transformers Studio Series Deluxe Transformers: War for Cybertron 07 Sideswipe,Sideswipe,,Autobot,WFC,,Gamer Edition,Hasbro,first,Deluxe,$24.99,1,4/3/2024,4/16/2024,Pulse,4306405,,$24.99,"$79,605.07"
,Transformers Studio Series Voyager Transformers: Bumblebee 110 Shockwave,Shockwave,,Decepticon,Bumblebee,,Studio Series,Hasbro,first,Voyager,$34.99,1,4/4/2024,4/16/2024,Pulse,4317810,,$34.99,"$79,640.06"
,Transformers Studio Series Leader The Transformers: The Movie 86-26 Dinobot Swoop,Swoop,,Autobot,G1,Dinobots,Studio Series,Hasbro,first,Leader,$54.99,1,4/4/2024,8/30/2024,Amazon, 111-9828560-8270602,,$54.99,"$79,695.05"
,Jada Nano Hollywood Rides,Optimus Prime,"Starscream, Bumblebee",Autobot,G1,,Hollywood Rides,Jada,second,Micro,$5.00,1,4/12/2024,4/12/2024,Five and Below,In Store,,$5.00,"$79,700.05"
,Studio Series 106 ROTB Optimus Primal,Optimus Primal,,Maximal,ROTB,,Studio Series,Hasbro,first,Leader,$38.49,1,4/12/2024,4/12/2024,Target,In Store,,$38.49,"$79,738.54"
,Transformers Generations Selects Deluxe WFC-GS17 Shattered Glass Ratchet and Optimus Prime Figure,Optimus Prime,Ratchet,Autobot,SG,,Generations Selects,Hasbro,first,Deluxe,$59.99,1,4/16/2024,8/14/2024,Pulse,4357577,,$59.99,"$79,798.53"
MP-60,Transformers Masterpiece MP-60 Jinrai,Optimus Prime,Ginrai,Autobot,Masterforce,,Masterpiece,Takara,first,MP,$159.99,1,4/17/2024,5/9/2025,Pulse,1500638,Previous Order Cancelled #4364491,$159.99,"$79,958.52"
MPG-09,Transformers Masterpiece MPG-09 Super Jinrai,Optimus Prime,Ginrai,Autobot,Masterforce,,Masterpiece,Takara,first,MPG,$279.99,1,4/17/2024,5/9/2025,Pulse,1500638,Previous Order Cancelled #4364491,$279.99,"$80,238.51"
,Studio Series Deluxe One 112 Optimus Prime,Optimus Prime,,Autobot,One,,Studio Series,Hasbro,first,Deluxe,$24.99,1,4/18/2024,7/25/2024,Amazon, 111-3082305-0932265,,$24.99,"$80,263.50"
DK-54,DK-54 Upgrade Kits for Animated Optimus Prime,,,,,,,DNA Design,third,Upgrade,$62.99,1,4/23/2024,10/10/2024,ShowZ,24042400342683,,$62.99,"$80,326.49"
,Transformers Legacy United Voyager Class Cybertron Universe Vector Prime,Vector Prime,,Autobot,Cybertron,,Legacy United,Hasbro,first,Voyager,$34.99,1,4/25/2024,6/26/2024,Pulse,4378759,,$34.99,"$80,361.48"
,Transformers Legacy United Deluxe Class Infernac Universe Nucleous,Nucleous,,Infernac,Infernac,,Legacy United,Hasbro,first,Deluxe,$24.99,1,4/25/2024,7/17/2024,Pulse,4378759,,$24.99,"$80,386.47"
,Transformers Legacy United Deluxe Class Cybertron Universe Hot Shot,Hot Shot,,Autobot,Cybertron,,Legacy United,Hasbro,first,Deluxe,$24.99,1,4/25/2024,7/17/2024,Pulse,4378759,,$24.99,"$80,411.46"
,Transformers Legacy United Deluxe Class Robots in Disguise 2001 Universe Autobot Side Burn,Side Burn,,Autobot,RID2K,,Legacy United,Hasbro,first,Deluxe,$24.99,1,4/25/2024,7/17/2024,Pulse,4378759,,$24.99,"$80,436.45"
,Transformers Generations Comic Edition Grimlock,Grimlock,,Autobot,G1 Comic,Dinobots,Comic Edition,Hasbro,first,Leader,$59.99,2,4/25/2024,7/26/2024,Pulse,4378759,,$119.98,"$80,556.43"
H21,Newage H21 Scaramanga Soundwave w/ 3 Cassettes,Soundwave,"Lazerbeak, Rumble, Ravage",Decepticon,G1,Cassettebot,,NewAge,third,Legends,$55.99,1,4/28/2024,4/28/2024,ShowZ,24042800235976,,$55.99,"$80,612.42"
PT-01,Pangu Toys PT-01 Commander Optimus Prime Oversized Version w/ LED,Optimus Prime,,Autobot,G1,,,Pangu Toys,third,Titan,$164.99,1,4/28/2024,4/28/2024,ShowZ,24042800235976,,$164.99,"$80,777.41"
,Transformers Luminous Energon Cubes Set of 5,,,,,,,ShowZ,third,Upgrade,$6.59,1,4/28/2024,4/28/2024,ShowZ,24042800235976,,$6.59,"$80,784.00"
,Transformers Toys Studio Series Deluxe The The Movie 86-29 Bumblebee,Bumblebee,,Autobot,G1,,Studio Series,Hasbro,first,Deluxe,$24.99,1,5/14/2024,7/9/2024,Amazon,113-0975673-7944250,,$24.99,"$80,808.99"
,Transformers Studio Series Deluxe Transformers: War for Cybertron 08 Decepticon Soldier,Vehicon,,Decepticon,WFC,,Gamer Edition,Hasbro,first,Deluxe,$24.99,1,5/14/2024,7/30/2024,Pulse,4426672,,$24.99,"$80,833.98"
,Transformers Toys Studio Series Core The The Movie Steeljaw,Steeljaw,,Autobot,G1,,Studio Series,Hasbro,first,Core,$9.99,2,5/14/2024,9/11/2024,Amazon,113-0975673-7944250,,$19.98,"$80,853.96"
,Transformers Generations Comic Edition Decepticon Straxus,Straxus,,Decepticon,G1 Comic,,Comic Edition,Hasbro,first,Leader,$54.99,2,5/14/2024,9/18/2024,Pulse,4426672,,$109.98,"$80,963.94"
MB-22,MB-22 Sky Flame,Jetfire,,Autobot,Armada,,Master Builder,Fans Hobby,third,3PMP,$154.99,1,5/15/2024,7/17/2024,TFSource,600594,,$154.99,"$81,118.93"
,Transformers Missing Link C-03 Bumblebee,Bumblebee,,Autobot,G1,,Missing Link,Takara,first,G1,$39.99,1,5/15/2024,3/31/2025,Pulse,1310893,Previous Order Cancelled #4436280,$39.99,"$81,158.92"
,Transformers Missing Link C-04 Cliffjumper,Cliffjumper,,Autobot,G1,,Missing Link,Takara,first,G1,$39.99,1,5/15/2024,3/31/2025,Pulse,1310893,Previous Order Cancelled #4436280,$39.99,"$81,198.91"
,Transformers Legacy Velocitron Speedia 500 Collection Voyager Cybertron Universe Override,Override,,Autobot,Cybertron,,Velocitron Speedia 500 Collection,Hasbro,first,Voyager,$9.99,1,5/19/2024,5/19/2024,Ollie's,In Store,,$9.99,"$81,208.90"
,Transformers Studio Series Voyager The Transformers: The Movie 86-25 Autobot Blaster & Eject,Blaster,Eject,Autobot,G1,Cassettebot,Studio Series,Hasbro,first,Voyager,$34.99,1,5/20/2024,5/20/2024,Target,In Store,,$34.99,"$81,243.89"
,Transformers Studio Series Core The Transformers: The Movie Decepticon Rumble,Rumble,,Decepticon,G1,Cassettebot,Studio Series,Hasbro,first,Core,$6.99,1,5/20/2024,5/20/2024,Target,In Store,,$6.99,"$81,250.88"
,Hot Wheels Transformers Optimus Prime,Optimus Prime,,Autobot,G1,,Mattel Creations,Mattel,second,Legends,$80.00,1,5/21/2024,5/24/2024,Mattel Creations,CHP5308109,,$80.00,"$81,330.88"
,Magnificent Mecha MM-02A Optimus Prime,Optimus Prime,,Autobot,TF2007,,,Magnificent Mecha,third,3PMP,$2.00,1,5/22/2024,,ShowZ,24052301022687,Preorder Deposit,$2.00,"$81,332.88"
,Transformers Legacy: Evolution G2 Universe Dead End,Dead End,,Decepticon,G2,,Legacy Evolution Toxitron Collection,Hasbro,first,Deluxe,$24.99,1,5/24/2024,5/24/2024,Walmart,In Store,,$24.99,"$81,357.87"
,Transformers Legacy: Evolution G2 Universe Sideswipe,Sideswipe,,Autobot,G2,,Legacy Evolution Toxitron Collection,Hasbro,first,Deluxe,$24.99,1,5/24/2024,5/24/2024,Walmart,In Store,,$24.99,"$81,382.86"
,Modfans KS01B Bless Return Titan Class Fortress Maximus Hasbro Version,Cerebros,,Autobot,Headmasters,Headmaster,,Modfans,third,3PMP,$42.99,1,5/24/2024,5/29/2024,ShowZ,24052503033910,,$42.99,"$81,425.85"
,Transformers Luminous Energon Cubes Set of 5,,,,,,,ShowZ,third,Upgrade,$6.59,1,5/24/2024,5/29/2024,ShowZ,24052503033910,,$6.59,"$81,432.44"
,Planet X PX-09T SOMNUS (TFCON Exclusive) Starscream's Ghost,Starscream,,Decepticon,FOC,Seeker,,Planet X,third,3PMP,$47.99,1,5/27/2024,5/28/2023,TCP,CP257872,,$47.99,"$81,480.43"
,Cybertron Unicron,Unicron,,Other,Cybertron,,Cybertron,Hasbro,first,Deluxe,$9.99,1,6/7/2024,6/7/2024,Time Warp Toys,In Store,"Missing planet key, wing blades & missile",$9.99,"$81,490.42"
,Roll Out Command Optimus Prime,Optimus Prime,,Autobot,Animated,,Animated,Takara,first,Supreme,$39.99,1,6/7/2024,6/7/2024,Time Warp Toys,In Store,,$39.99,"$81,530.41"
,Universe Powerglide,Powerglide,,Autobot,Classics,,USA Edition,Takara,first,Ultra,$29.99,1,6/7/2024,6/7/2024,Time Warp Toys,In Store,,$29.99,"$81,560.40"
MF-07,MF-07 Galvontron,Galvatron,,Decepticon,G1,,,Mechfanstoys,third,Legends,$19.99,1,6/7/2024,6/7/2024,Time Warp Toys,In Store,,$19.99,"$81,580.39"
DW-E04,DR.Wu Extrme Warfare DW-E04 Prime Commander,Optimus Prime,,Autobot,G1,,Extreme Warfare,Dr. Wu,third,Micro,$35.99,1,6/8/2024,6/12/2024,Ebay,11-11671-79813,,$35.99,"$81,616.38"
,Transformers Generations Selects Legacy United Go-Bot Guardians 3 Pack,Pathfinder,"Smallfoot, Treads",Autobot,GoBots,,Generations Selects,Hasbro,first,Deluxe,$74.99,2,6/13/2024,7/19/2024,Pulse,4521918,,$149.98,"$81,766.36"
,Transformers Legacy United Core Class Energon Universe Galvatron,Galvatron,,Decepticon,Energon,,Legacy United,Hasbro,first,Core,$9.99,1,6/13/2024,9/18/2024,Pulse,4520559,,$9.99,"$81,776.35"
,Transformers Legacy Evolution Armada Universe Galvatron,Galvatron,,Decepticon,Armada,,Legacy Evolution,Hasbro,first,Leader,$54.99,1,6/13/2024,9/18/2024,Pulse,4520559,,$54.99,"$81,831.34"
,Transformers Legacy United Voyager Class Transformers: Animated Universe Decepticon Motormaster,Motormaster,,Decepticon,Animated,,Legacy United,Hasbro,first,Voyager,$34.99,1,6/13/2024,9/18/2024,Pulse,4520559,,$34.99,"$81,866.33"
,Transformers Legacy United Voyager Class Super-God Masterforce Metalhawk,Metalhawk,,Autobot,Masterforce,,Legacy United,Hasbro,first,Voyager,$34.99,1,6/13/2024,9/18/2024,Pulse,4521918,,$34.99,"$81,901.32"
,Transformers Legacy United Voyager Class G1 Universe Soundwave,Soundwave,"Ravage, Buzzsaw, Rumble",Decepticon,G1,Cassettebot,Legacy United,Hasbro,first,Leader,$54.99,1,6/13/2024,9/25/2024,Pulse,4520559,,$54.99,"$81,956.31"
,Transformers Generations Comic Edition Autobot Flame & Emirate Xaaron,Emirate Xaaron,Flame,Autobot,G1 Comic,,Comic Edition,Hasbro,first,Voyager,$54.99,2,6/13/2024,9/25/2024,Pulse,4521918,,$109.98,"$82,066.29"
,Transformers Legacy United Core Class Infernac Universe Geocron,Geocron,,Infernac,Infernac,,Legacy United,Hasbro,first,Core,$9.99,1,6/13/2024,9/25/2024,Pulse,4524640,,$9.99,"$82,076.28"
,Transformers Legacy United Deluxe Class G1 Universe Quake,Quake,,Decepticon,G1,,Legacy United,Hasbro,first,Deluxe,$24.99,2,6/13/2024,10/23/2024,Pulse,4520559,,$49.98,"$82,126.26"
,Transformers Legacy United Deluxe Class Cyberverse Universe Slipstream,Slipstream,,Decepticon,Cyberverse,Seeker,Legacy United,Hasbro,first,Deluxe,$24.99,1,6/13/2024,10/29/2024,Pulse,4520559,,$24.99,"$82,151.25"
,Transformers Legacy United Deluxe Class G1 Universe Optimus Prime,Optimus Prime,,Autobot,G1,,Legacy United,Hasbro,first,Deluxe,$24.99,1,6/13/2024,10/29/2024,Pulse,4520559,,$24.99,"$82,176.24"
DW-W29C,DW-E29C Destroy Planet and DW-E01C Destroy Emperor Set of 2,Galvatron,Grand Galvatron,Decepticon,Headmasters,,,Dr. Wu,third,Micro,$28.99,1,6/15/2024,7/17/2024,TFSource,600594,,$28.99,"$82,205.23"
DW-E36,DW-E36 Menace King,Megatron,,Decepticon,G1,,,Dr. Wu,third,Micro,$29.99,1,6/15/2024,12/10/2024,TFSource,621725,,$29.99,"$82,235.22"
WU-DWE09-SET3,Dr.Wu DW-E09 Star Fear Starscream & DW-E12 Blue Thunder Thundercracker & DW-E15 Dark Sky Sky Warp Set of 3,Starscream,"Thundercracker, Skywarp",Decepticon,G1,Seeker,,Dr. Wu,third,Micro,$33.99,1,6/19/2024,3/31/2025,ShowZ,24062005100841,,$33.99,"$82,269.21"
DW-E09T,Dr.Wu DW-E09T Star Fear Transparent Version,Starscream,,Decepticon,G1,Seeker,,Dr. Wu,third,Micro,$21.99,1,6/19/2024,3/31/2025,ShowZ,24062005103654,,$21.99,"$82,291.20"
,Transformers Dramatic Capture Series Autobot Headquarters Set,Optimus Prime,"Jazz, Mainframe",Autobot,G1,,Dramatic Capture,Hasbro,first,Deluxe,$89.99,1,6/20/2024,4/3/2025,Pulse,1314589,Previous Order Cancelled #4554170,$89.99,"$82,381.19"
MPG-10,Transformers Masterpiece MPG-10 Lift-Ticket,Lift-Ticket,,Autobot,Diaclone,,MPG,Takara,first,MPG,$149.99,0,6/20/2024,5/2/2025,Pulse,4554170,,$0.00,"$82,381.19"
MPG-11,Transformers Masterpiece MPG-11 DK-2 Guard,DK-2 Guard,,Autobot,Diaclone,,MPG,Takara,first,MPG,$124.99,0,6/20/2024,5/22/2025,Pulse,4554170,,$0.00,"$82,381.19"
,Transformers Prime Weaponizer Optimus Prime,Optimus Prime,,Autobot,Prime,,Weaponizer,Hasbro,first,Weaponizer,$19.99,1,6/21/2024,6/21/2024,Time Warp Toys,In Store,Missing rifle,$19.99,"$82,401.18"
,Transformers Age of Extinction Duo Evolution Optimus Prime 2-Pack,Optimus Prime,Optimus Prime,Autobot,AOE,,,Hasbro,first,Voyager,$89.99,1,6/21/2024,6/21/2024,Time Warp Toys,In Store,,$89.99,"$82,491.17"
,Decepticon Frenzy (Red) Core Class ,Frenzy,,Decepticon,G1,,Studio Series,Hasbro,first,Core,$14.70,1,6/25/2024,6/26/2024,AliExpress,8190153166428902,,$14.70,"$82,505.87"
,Lego Bumblebee,Bumblebee,,Autobot,G1,,Lego,Lego,second,Lego,$89.99,1,7/5/2024,7/5/2024,Lego Store,In Store,,$89.99,"$82,595.86"
,Transformers Prime Optimus Prime,Optimus Prime,,Autobot,Prime,,,Hasbro,first,Voyager,$39.99,1,7/5/2024,7/5/2024,Decades of Cool Toys,In Store,,$39.99,"$82,635.85"
,GDO (Asian Market) G2 Megatron,Megatron,,Decepticon,G2,,Generations,Hasbro,first,Voyager,$24.99,1,7/5/2024,7/5/2024,Time Warp Toys,In Store,,$24.99,"$82,660.84"
,Axor,Axor,,Decepticon,HFTD,,Hunt for the Decepticons,Hasbro,first,Deluxe,$59.99,1,7/5/2024,7/5/2024,Time Warp Toys,In Store,,$59.99,"$82,720.83"
,Transformers Movie Studio Series Brawn and Autobot Ratchet Action Figure Set - 2pk,Brawn,Ratchet,Autobot,G1,,Studio Series,Hasbro,first,Deluxe,$59.99,1,7/5/2024,7/21/2024,Target,912001828104622,,$59.99,"$82,780.82"
MPM-15,Transformers Movie Masterpiece Decepticon Brawl Action Figure,Brawl,,Decepticon,TF2007,,MPM,Hasbro,first,MP,$164.99,1,7/5/2024,7/25/2024,Target,912001576370843,,$164.99,"$82,945.81"
MB-26,MB-26 The Saber Team Set of 3,Jetstorm,"Runway, Sonar",Minicon,Armada,Star Saber,Master Builder,Fans Hobby,third,3PMP,$36.99,1,7/5/2024,12/10/2024,TFSource,621725,,$36.99,"$82,982.80"
,Transformers : Generation One AMK MINI Series Model Kit - Optimus Prime,Optimus Prime,,Autobot,G1,,AMK MINI,YoloPark,second,Figure,$11.32,1,7/7/2024,7/8/2024,Temu,PO-211-17014570709112760,,$11.32,"$82,994.12"
AMT-01,AMT-01 Rodimus,Rodimus,,Autobot,IDW,,Adamas Machina,Takara,first,MP,$199.99,1,7/10/2024,4/1/2025,Pulse,144653,,$199.99,"$83,194.11"
,Transformers Studio Series Commander Class The Transformers: The Movie 86-31 Optimus Prime,Optimus Prime,,Autobot,G1,,Studio Series,Hasbro,first,Commander,$69.99,2,7/16/2024,10/7/2024,Target,In Store,Cancelled Pulse Preorder,$139.98,"$83,334.09"
,Transformers: Generation 1 - AMK Mini Series Model Kits - Megatron,Megatron,,Decepticon,G1,,AMK MINI,YoloPark,second,Figure,$9.99,1,7/18/2024,7/23/2024,Yolopark,10066,,$9.99,"$83,344.08"
,Transformers: Generation 1 - 20cm Megatron Model Kit - AMK PRO Series ,Megatron,,Decepticon,G1,,AMK PRO,YoloPark,second,Figure,$47.50,1,7/18/2024,7/23/2024,Yolopark,10066,,$47.50,"$83,391.58"
,Transformers: Generation 1 - 20cm Optimus Prime Model Kit - AMK PRO Series ,Optimus Prime,,Autobot,G1,,AMK PRO,YoloPark,second,Figure,$47.50,1,7/18/2024,7/23/2024,Yolopark,10066,,$47.50,"$83,439.08"
MB-15D,Fans Hobby MasterBuilder MB-15D CLUTCH (TCP Exclusive),Clench,,Decepticon,G1,Obliterator,Master Builder,Fans Hobby,third,3PMP,$169.99,1,7/23/2024,7/23/2024,TCP,CP261456,,$169.99,"$83,609.07"
"DW-E40G, DW-E42",DW-E40G Green Tank Warpath & DW-E42 Shi Fu Alpha Trion Set of 2,Alpha Trion,Treads,Autobot,G1,,,Dr. Wu,third,Micro,$26.99,1,7/23/2024,10/13/2025,ShowZ,24072303192671,Paid with points,$26.99,"$83,636.06"
"DW-E40, DW-E41",DW-E40 Red Tank Warpath & DW-E41 Star Shuttle Scourge Set of 2,Scourge,Warpath,Decepticon,G1,,,Dr. Wu,third,Micro,$26.99,1,7/23/2024,10/9/2025,ShowZ,24072303200275,,$26.99,"$83,663.05"
,Transformers Legacy United Deluxe Star Raider Road Pig,Road Pig,,Star Raider,G2,,Star Raiders,Hasbro,first,Deluxe,$24.99,1,7/25/2024,9/3/2024,Walmart,2000121-16333613,,$24.99,"$83,688.04"
,Transformers Legacy United Star Raider Thundertron,Thundertron,"Calcitron, Nightstrike",Star Raider,Prime,,Star Raiders,Hasbro,first,Voyager,$59.99,1,7/25/2024,9/3/2024,Walmart,2000121-16333613,,$59.99,"$83,748.03"
,Transformers Legacy United Doom ‘n Destruction Collection 2-Pack,Bludgeon,Rukus,Decepticon,G1,Triggercon,Legacy United,Hasbro,first,Voyager,$59.99,2,7/30/2024,9/26/2024,Pulse,208120,,$119.98,"$83,868.01"
,Transformers Collaborative G.I. Joe x Transformers Autobot Kup Triple T,Kup,Sgt Slaughter,Autobot,GIJOE,,,Hasbro,first,Leader,$89.99,1,7/30/2024,10/10/2024,Pulse,208120,,$89.99,"$83,958.00"
,Transformers Studio Series Core Transformers: Bumblebee Starscream,Starscream,,Decepticon,Bumblebee,Seeker,Studio Series,Hasbro,first,Core,$8.99,1,7/30/2024,10/17/2024,Pulse,208120,,$8.99,"$83,966.99"
,Transformers Studio Series Deluxe Transformers One 114 Megatron,Megatron,,Decepticon,One,,Studio Series,Hasbro,first,Deluxe,$24.99,1,7/30/2024,10/20/2024,Walmart,In Store,Hasbro Pulse Preorder,$24.99,"$83,991.98"
,Transformers Studio Series Voyager Transformers: War for Cybertron 09 Ratchet,Ratchet,,Autobot,WFC,,Studio Series,Hasbro,first,Voyager,$34.99,1,7/30/2024,10/24/2024,Pulse,208120,,$34.99,"$84,026.97"
,Transformers Studio Series Core Transformers: Bumblebee Concept Art Frenzy,Frenzy,,Decepticon,Bumblebee,,Studio Series,Hasbro,first,Core,$8.99,1,7/30/2024,11/8/2024,Pulse,208120,,$8.99,"$84,035.96"
,Transformers Collaborative Knight Rider x Transformers Autobot Agent Knight,KITT,,Other,Knight Rider,,,Hasbro,first,Voyager,$49.99,2,7/30/2024,11/19/2024,Pulse,208120,,$99.98,"$84,135.94"
,Transformers One Leader Class Optimus Prime (Orion Pax),Optimus Prime,,Autobot,One,,,Takara,first,Leader,$79.99,1,8/1/2024,10/24/2024,Pulse,225623,,$79.99,"$84,215.93"
,Transformers Legacy United Voyager Class Fractured Friendship 2-Pack,Orion Pax,Megatron,Autobot,IDW,,Legacy United,Hasbro,first,Voyager,$74.99,2,8/5/2024,8/7/2024,Pulse,237419,,$149.98,"$84,365.91"
,Marvel Legends Series Death's Head,Death's Head,,Other,G1 Comic,,Marvel Legends,Hasbro,first,Figure,$39.99,2,8/5/2024,8/7/2024,Pulse,237419,,$79.98,"$84,445.89"
,Energon Ironhide,Ironhide,,Autobot,Energon,,,Hasbro,first,Mega,$39.99,1,8/16/2024,8/16/2024,Time Warp Toys,In Store,,$39.99,"$84,485.88"
,Generations Skullgrin,Skullgrin,,Decepticon,Generations,,Generations,Hasbro,first,Deluxe,$19.99,1,8/16/2024,8/16/2024,Time Warp Toys,In Store,,$19.99,"$84,505.87"
,Transformers: Generation 1 - 20cm Starscream Model Kit - AMK PRO Series,Starscream,,Decepticon,,Seeker,AMK PRO,YoloPark,second,Figure,$49.99,1,8/16/2024,10/7/2024,Yolopark,11046,,$49.99,"$84,555.86"
,Transformers® Cyberverse™ Action Attack Optimus Prime,Optimus Prime,,Autobot,Cyberverse,,Action Attack,Hasbro,first,Scout,$5.00,1,8/17/2024,8/17/2024,Five and Below,In Store,,$5.00,"$84,560.86"
,Transformers® Cyberverse™ Action Attack Bumblebee,Bumblebee,,Autobot,Cyberverse,,Action Attack,Hasbro,first,Scout,$5.00,1,8/17/2024,8/17/2024,Five and Below,In Store,,$5.00,"$84,565.86"
,Energon Demolishor,Demolishor,,Decepticon,Energon,,,Hasbro,first,Deluxe,$14.99,1,8/20/2024,8/20/2024,Time Warp Toys,In Store,,$14.99,"$84,580.85"
,Transformers 40th Anniversary Selection Lio Convoy,Lio Convoy,,Maximal,BW2,,,Takara,first,Voyager,$49.99,0,8/20/2024,10/1/2025,Pulse,288264,,$0.00,"$84,580.85"
,Crash Combiners Primelock,Primelock,"Optimus Prime, Grimlock",Autobot,RID2015,,Buzzworthy Bumblebee,Hasbro,first,Legends,$14.99,1,9/1/2024,9/1/2024,Time Warp Toys,In Store,,$14.99,"$84,595.84"
,Beast Hunters Optimus Prime,Optimus Prime,,Autobot,Prime,,Beast Hunters,Hasbro,first,Voyager,$29.99,1,9/1/2024,9/1/2024,Time Warp Toys,In Store,,$29.99,"$84,625.83"
,Power Core Combiners Leadfoot with PinPoint,Leadfoot,PinPoint,Autobot,Generations,,Power Core Combiners,Hasbro,first,Scout,$19.99,1,9/1/2024,9/1/2024,Time Warp Toys,In Store,,$19.99,"$84,645.82"
,Studio Series 86 Springer,Springer,,Autobot,G1,,Studio Series,Hasbro,first,Leader,$54.99,1,9/1/2024,9/1/2024,Time Warp Toys,In Store,,$54.99,"$84,700.81"
,Optimus Prime Mini Figure,Optimus Prime,,Autobot,G1,,,Just Play,second,Figure,$1.25,1,9/7/2024,9/7/2024,Dollar Tree,In Store,,$1.25,"$84,702.06"
,Bumblebee Mini Figure,Bumblebee,,Autobot,G1,,,Just Play,second,Figure,$1.25,1,9/7/2024,9/7/2024,Dollar Tree,In Store,,$1.25,"$84,703.31"
,Megatron Mini Figure,Megatron,,Decepticon,G1,,,Just Play,second,Figure,$1.25,1,9/7/2024,9/7/2024,Dollar Tree,In Store,,$1.25,"$84,704.56"
,Starscream Mini Figure,Starscream,,Decepticon,G1,Seeker,,Just Play,second,Figure,$1.25,1,9/7/2024,9/7/2024,Dollar Tree,In Store,,$1.25,"$84,705.81"
,Soundwave Mini Figure,Soundwave,,Decepticon,G1,,,Just Play,second,Figure,$1.25,1,9/7/2024,9/7/2024,Dollar Tree,In Store,,$1.25,"$84,707.06"
,Transformers Legacy United Dinobot Dinoking Multipack,Dinoking,"Goryu, Kakuryu, Gairyu, Doryu, Rairyu, Yokuryu",Decepticon,Victory,Dinoforce,Legacy United,Hasbro,first,Core,$79.99,1,9/13/2024,10/10/2024,Pulse,424517,,$79.99,"$84,787.05"
,Transformers Legacy United Leader Class Overcharge,Overcharge,,Decepticon,Diaclone,,Legacy United,Hasbro,first,Leader,$54.99,1,9/14/2024,12/16/2024,Amazon,112-0633825-6692208,,$54.99,"$84,842.04"
,Transformers Legacy Deluxe Class Armada Universe Wheeljack,Wheeljack,,Decepticon,Armada,,Legacy United,Hasbro,first,Deluxe,$24.97,1,9/14/2024,1/17/2025,Amazon,112-0633825-6692208,,$24.97,"$84,867.01"
,Transformers Legacy Deluxe Class G2 Universe Breakdown,Breakdown,,Decepticon,G2,,Legacy United,Hasbro,first,Deluxe,$24.97,1,9/14/2024,1/17/2025,Amazon,112-0633825-6692208,,$24.97,"$84,891.98"
NA-S01,NewAge S-01 Romulus,Megatron,,Decepticon,G1,,,NewAge,third,Voyager,$102.99,1,9/15/2024,1/7/2025,ShowZ,24091611492322,,$102.99,"$84,994.97"
,Breakaway,Getaway,,Autobot,Cybertron,,TF2007,Hasbro,first,Deluxe,$24.99,1,9/16/2024,9/16/2024,Time Warp Toys,In Store,,$24.99,"$85,019.96"
,Earthspark Bumblebee,Bumblebee,,Autobot,Earthspark,,Earthspark,Hasbro,first,Deluxe,$19.82,1,9/16/2024,9/16/2024,Walmart,In Store,,$19.82,"$85,039.78"
,Earthspark Megatron,Megatron,,Decepticon,Earthspark,,Earthspark,Hasbro,first,Deluxe,$19.82,1,9/16/2024,9/16/2024,Walmart,In Store,,$19.82,"$85,059.60"
,Transformers Studio Series Deluxe Class Transformers One Bumblebee (B-127),Bumblebee,,Autobot,One,,Studio Series,Hasbro,first,Deluxe,$24.99,1,9/16/2024,3/30/2025,Walmart,In Store,Cancelled Pulse Order #641812,$24.99,"$85,084.59"
,Transformers Studio Series Voyager Class Transformers One Sentinel Prime,Sentinel Prime,,Autobot,One,,Studio Series,Hasbro,first,Voyager,$34.99,1,9/16/2024,3/30/2025,Walmart,In Store,Cancelled Pulse Order #641812,$34.99,"$85,119.58"
,Transformers Studio Series Deluxe Class Transformers One Elita-1,Elita-1,,Autobot,One,,Studio Series,Hasbro,first,Deluxe,$24.99,0,9/16/2024,11/1/2025,Pulse,641812,,$0.00,"$85,119.58"
CS-03,CollectionSpace CS-03 Transformable Bishoujo StarQueen Mecha Girl,Starscream,,Decepticon,G1,,,CollectionSpace,third,3PMP,$69.99,1,9/21/2024,7/19/2025,ShowZ,24092212470145,,$69.99,"$85,189.57"
DW-ES01,Dr.Wu DW-ES01 Flight Trakck,Flywheels,,Decepticon,G1,,,Dr. Wu,third,Micro,$1.00,1,9/21/2024,,ShowZ,24092212473659,,$1.00,"$85,190.57"
