SKU,Name,Character,Additional Characters,Faction,Series,Team,Line,Company,Type,Category,Price,Qty,Order Date,Ship Date,Vendor,Order #,notes,Item Total,0
,"Transformers Toys Generations War for Cybertron: Earthrise Deluxe WFC-E31 Autobot Alliance 2-Pack Action Figures - Kids Ages 8 and Up, 5.5-inch",Prowl,Ironhide,Autobot,G1,,WFC Earthrise,Hasbro,first,Deluxe,$39.99,1,7/17/2020,10/31/2020,Amazon,111-3507810-9858628,,$39.99,"$22,878.76"
,Transformers Generations War for Cybertron Series-Inspired Deluxe Elita-1,Elita-1,,Autobot,G1,,WFC Earthrise,Hasbro,first,Deluxe,$19.99,1,7/23/2020,12/15/2020,Walmart,4772039-172616,,$19.99,"$22,898.75"
,14 Megatron IDW Version Model Kit | Transformers Furai Model | Flame Toys,Megatron,,Decepticon,IDW,,Furai Model,Flame Toys,third,Figure,$49.99,1,7/24/2020,7/24/2020,TFSource,347754,,$49.99,"$22,948.74"
IF-EX37,IF-EX37 Phantom | Iron Factory,Mirage,,Autobot,G1,,,Iron Factory,third,Legends,$34.99,1,7/24/2020,7/24/2020,TFSource,347754,,$34.99,"$22,983.73"
IF-EX40,IF-EX40 Mini One Man Army | Iron Factory,Cliffjumper,,Autobot,G1,,,Iron Factory,third,Legends,$29.99,1,7/24/2020,7/24/2020,TFSource,347754,,$29.99,"$23,013.72"
IF-EX45K,IF-EX45 Yoroi-Shishimaru | Iron Factory Iron Samurai,Lio Convoy,,Autobot,BW2,,Iron Samurai,Iron Factory,third,Legends,$39.99,1,7/24/2020,7/24/2020,TFSource,347754,,$39.99,"$23,053.71"
R-43,R-43 Mors | Mastermind Creations Reformatted,Helex,,Decepticon,IDW,DJD,Reformatted,Mastermind Creations,third,3PMP,$179.99,1,7/24/2020,7/24/2020,TFSource,347755,,$179.99,"$23,233.70"
,"Transformers Toys Generations War for Cybertron: Earthrise Leader Alternate Universe Optimus Prime Action Figure - Kids Ages 8 and Up, 7-inch (Amazon Exclusive)",Optimus Prime,,Autobot,G1,,WFC Earthrise,Hasbro,first,Leader,$49.99,1,7/24/2020,7/27/2020,Amazon,112-2814695-7249867,,$49.99,"$23,283.69"
CT-01,CT-Chiyou-01 Ferocious | CANG-TOYS,Rampage,,Decepticon,G1,Predacon,,Cang Toys,third,3PMP,$119.99,1,7/27/2020,9/8/2020,TFSource,356777,,$119.99,"$23,403.68"
,Transformers Generations War for Cybertron Earthrise Titan WFC-E25 Scorponok,Scorponok,,Decepticon,G1,,WFC Earthrise,Hasbro,first,Titan,$159.99,1,8/7/2020,8/7/2020,Target,In Store,,$159.99,"$23,563.67"
,Transformers Generations War for Cybertron Deluxe WFC-E35 Decepticon Fasttrack Figure,Fasttrack,,Decepticon,G1,,WFC Earthrise,Hasbro,first,Deluxe,$19.99,1,8/11/2020,11/7/2020,Pulse,808696,,$19.99,"$23,583.66"
,Transformers Generations Selects Deluxe WFC-GS15 Hot House,Hot House,,Autobot,G1,,WFC GS,Hasbro,first,Deluxe,$19.99,1,8/11/2020,11/27/2020,Pulse,808696,,$19.99,"$23,603.65"
FT-43,FT-43 Dunerider | Fans Toys,Beachcomber,,Autobot,G1,,,Fans Toys,third,3PMP,$99.99,1,8/12/2020,9/8/2020,TFSource,356777,,$99.99,"$23,703.64"
,Transformers Generations Selects Deluxe WFC-GS16 Bug Bite,Bug Bite,,Mercenary,GoBots,,WFC GS,Hasbro,first,Deluxe,$19.99,1,8/18/2020,11/24/2020,Pulse,818214,,$19.99,"$23,723.63"
,Transformers Generations Selects Voyager WFC-GS14 Megatron (G2),Megatron,,Decepticon,G2,,WFC GS,Hasbro,first,Voyager,$29.99,1,8/21/2020,12/10/2020,Pulse,825286,,$29.99,"$23,753.62"
,Transformers Generations Selects Deluxe WFC-GS21 Decepticon Sandstorm,Sandstorm,,Decepticon,G2,,WFC GS,Hasbro,first,Deluxe,$29.99,1,8/21/2020,12/16/2020,Pulse,825286,,$29.99,"$23,783.61"
,"Transformers Toys Generations War for Cybertron: Earthrise Leader WFC-E23 Doubledealer Triple Changer Action Figure - Kids Ages 8 and Up, 7-inch",Doubledealer,,Mercenary,G1,,WFC Earthrise,Hasbro,first,Leader,$49.97,1,8/22/2020,9/7/2020,Amazon,112-0850904-3934625,,$49.97,"$23,833.58"
,"Transformers Toys Generations War for Cybertron: Earthrise Voyager WFC-E21 Decepticon Snapdragon Triple Changer Action Figure - 8 and Up, 7-inch",Snapdragon,,Decepticon,G1,Headmaster,WFC Earthrise,Hasbro,first,Voyager,$29.99,1,8/22/2020,9/12/2020,Amazon,112-0850904-3934625,,$29.99,"$23,863.57"
,"Transformers Toys Generations War for Cybertron: Earthrise Voyager WFC-E38 Megatron Action Figure - Kids Ages 8 and Up, 7-inch",Megatron,,Decepticon,G1,,WFC Earthrise,Hasbro,first,Voyager,$29.99,1,8/22/2020,9/17/2020,Amazon,112-0850904-3934625,,$29.99,"$23,893.56"
,Transformers Generations Selects Deluxe WFC-GS22 Black Roritchi,Black Roritchi,,Decepticon,Headmasters,,WFC GS,Hasbro,first,Deluxe,$19.99,1,8/25/2020,11/23/2020,Pulse,834296,,$19.99,"$23,913.55"
IF-EX43,IF-EX43 Primal Commander | Iron Factory,Optimus Primal,,Maximal,BW,Transmetal 2,,Iron Factory,third,Legends,$69.99,1,8/27/2020,9/8/2020,TFSource,356777,,$69.99,"$23,983.54"
,Transformers War for Cybertron Series-Inspired Leader Class Spoiler Pack,Nemesis Prime,"Giza, Fangtron",Decepticon,G1,,WFC Earthrise,Hasbro,first,Leader,$59.99,1,8/29/2020,11/23/2020,Pulse,840418,,$59.99,"$24,043.53"
,Transformers Generations Selects Deluxe WFC-GS20 Cordon and Autobot Spin-Out,Cordon,Spin-Out,Autobot,Diaclone,,WFC GS,Hasbro,first,Deluxe,$39.99,1,9/1/2020,12/16/2020,Pulse,845976,,$39.99,"$24,083.52"
CT-02,CT-Chiyou-02 Landbull | CANG-TOYS,Tantrum,,Decepticon,G1,Predacon,,Cang Toys,third,3PMP,$129.99,1,9/6/2020,9/8/2020,TFSource,356777,,$129.99,"$24,213.51"
FEXT-05,Sci-Fi 05 Display Module | FEXT Hobby FEXT System,,,,,,,FEXT Hobby,third,Other,$69.99,2,9/8/2020,9/14/2020,TFSource,357860,,$139.98,"$24,353.49"
,Transformers Generations Selects Deluxe WFC-GS17 Shattered Glass Ratchet and Optimus Prime,Optimus Prime,Ratchet,Autobot,SG,,WFC GS,Hasbro,first,Deluxe,$49.99,1,9/8/2020,2/1/2021,Pulse,850868,,$49.99,"$24,403.48"
TW-F09,TW-F09 Freedom Leader Deluxe Version | Toyworld,Optimus Prime,,Autobot,Bumblebee,,,Toyworld,third,3PMP,$279.99,1,9/14/2020,9/14/2020,TFSource,357860,,$279.99,"$24,683.47"
,TRA MICROMST TRA GEN WFC MICROMAST,Soundbarrier,,Autobot,Earthrise,,WFC Earthrise,Hasbro,first,Legends,$9.99,1,9/17/2020,9/17/2020,Target,0261-1509-0074-3426,,$9.99,"$24,693.46"
,Transformers Generations War for Cybertron Trilogy Quintesson Pit of Judgement Figure,Quintesson Judge,"Quintesson Prosecutor, Quintesson Bailiff, Sharkticon, Kranix",Quintesson,G1,,Generations Selects,Hasbro,first,Deluxe,$69.99,1,9/24/2020,11/3/2020,Pulse,908062,,$69.99,"$24,763.45"
,"Transformers Generations War for Cybertron Galactic Odyssey Collection Biosfera Autobot Clones 2-Pack, AMAZON EXCLUSIVE",Fastlane,Cloudraker,Autobot,G1,,Galactic Odyssey Collection,Hasbro,first,Legends,$24.99,1,9/26/2020,11/6/2020,Amazon,112-7086746-5716214,,$24.99,"$24,788.44"
,Transformers: Prime War Breakdown and Vehicon 2-Pack (Hasbro Pulse Exclusive),Breakdown,Vehicon,Decepticon,Prime,,Generations Selects,Hasbro,first,Deluxe,$39.99,1,9/26/2020,12/11/2020,Pulse,964691,,$39.99,"$24,828.43"
,Transformers: Prime Hades Megatron (Hasbro Pulse Exclusive),Megatron,,Decepticon,Prime,,Generations Selects,Hasbro,first,Voyager,$29.99,1,9/26/2020,12/11/2020,Pulse,964691,,$29.99,"$24,858.42"
,Tra Gen Wfc E Micromaster Astro Patrol,Fuzer,Blast Master,Autobot,G1,Astro Squad,WFC Earthrise,Hasbro,first,Legends,$9.99,1,9/30/2020,10/11/2020,Amazon,112-8139902-3250630,,$9.99,"$24,868.41"
,Transformers Toys Studio Series 65 Voyager Class Bumblebee Movie Blitzwing Action,Blitzwing,,Decepticon,Bumblebee,,Studio Series,Hasbro,first,Voyager,$26.86,1,9/30/2020,10/11/2020,Amazon,112-8139902-3250630,,$26.86,"$24,895.27"
,Transformers Toys Generations War for Cybertron: Earthrise Deluxe WFC-E17 Arcee Action Figure,Arcee,,Autobot,G1,,WFC Earthrise,Hasbro,first,Deluxe,$18.84,1,9/30/2020,10/11/2020,Amazon,112-8139902-3250630,,$18.84,"$24,914.11"
,Transformers Toys Generations War for Cybertron: Earthrise Deluxe WFC-E18 Airwave Modulator Figure,Airwave,,Autobot,G1,,WFC Earthrise,Hasbro,first,Deluxe,$18.84,1,9/30/2020,10/11/2020,Amazon,112-8139902-3250630,,$18.84,"$24,932.95"
,Tra Gen Wfc E Battle Master Slitherfang,Slitherfang,,Quintesson,Earthrise,,WFC Earthrise,Hasbro,first,Legends,$5.99,1,9/30/2020,10/11/2020,Amazon,112-8139902-3250630,,$5.99,"$24,938.94"
MP-50,MP-50 Tigatron | Transformers Masterpiece Beast Wars,Tigatron,,Maximal,BW,,Masterpiece,Takara,first,MP,$219.99,1,10/2/2020,10/5/2020,TFSource,360993,,$219.99,"$25,158.93"
EX-01,Big Firebird EX-01 Nicee Arcee,Arcee,,Autobot,G1,,,Big Firebird,third,3PMP,$109.99,1,10/6/2020,10/14/2020,ShowZ,20100603211893,,$109.99,"$25,268.92"
,Transformers Takara Tomy Generations Selects TT-GS12 Soundblaster (Hasbro Pulse Exclusive),Soundblaster,,Mercenary,Headmasters,,TTGS,Takara,first,Voyager,$42.99,1,10/9/2020,7/31/2021,Pulse,1007616,,$42.99,"$25,311.91"
WB004,Warbot WB004 Revolver,Roadbuster,,Wrecker,G1,Wrecker,,FansProject,third,3PMP,$59.99,1,10/15/2020,10/16/2020,BBTS,38-4392668,,$59.99,"$25,371.90"
PX-20,PX-20 Vejovis & PX-21 Mars Set,Ratchet,,Autobot,FOC,,,Planet X,third,3PMP,$40.00,1,10/15/2020,10/16/2020,BBTS,38-4392668,,$40.00,"$25,411.90"
PX-21,PX-20 Vejovis & PX-21 Mars Set,Ironhide,,Autobot,FOC,,,Planet X,third,3PMP,$40.00,1,10/15/2020,10/16/2020,BBTS,38-4392668,,$40.00,"$25,451.89"
,Transformers Generations War for Cybertron Deluxe WFC-E41 Decepticon Runabout,Runabout,,Decepticon,G1,Battlecharger,WFC Kingdom,Hasbro,first,Deluxe,$19.99,1,10/16/2020,11/26/2020,Target,1067320104687,,$19.99,"$25,471.88"
,Transformers Studio Series 86 Voyager The Transformers: The Movie Autobot Hot Rod,Hot Rod,,Autobot,G1,,Studio Series,Hasbro,first,Voyager,$29.99,1,10/16/2020,2/1/2021,Pulse,1019773,,$29.99,"$25,501.87"
,Transformers Studio Series 86-06 Leader The Transformers: The Movie Grimlock and Autobot Wheelie,Grimlock,Wheelie,Autobot,G1,Dinobots,Studio Series,Hasbro,first,Leader,$49.99,1,10/16/2020,2/20/2021,Pulse,1019773,,$49.99,"$25,551.86"
FT-22,FansToys FT-22 Koot Kup,Kup,,Autobot,G1,,,Fans Toys,third,3PMP,$159.99,1,10/24/2020,10/28/2020,ShowZ,20102414051213,,$159.99,"$25,711.85"
,Tra Gen Wfc E Battle Master Crossguard,Doublecrosser,,Decepticon,Earthrise,,WFC Earthrise,Hasbro,first,Legends,$15.95,1,10/30/2020,10/30/2020,Amazon,112-2976689-3439404,,$15.95,"$25,727.80"
,"Transformers Generations War for Cybertron Galactic Odyssey Collection Dominus Criminal Pursuit 2-Pack, AMAZON EXCLUSIVE",Barricade,"Punch, Counterpunch",Decepticon,G1,,Galactic Odyssey Collection,Hasbro,first,Deluxe,$39.99,1,10/30/2020,1/30/2021,Amazon,112-6791642-4824213,,$39.99,"$25,767.79"
,Transformers Generations War for Cybertron Trilogy Quintesson Pit of Judgement Action Figure,Quintesson Judge,"Quintesson Prosecutor, Quintesson Bailiff, Sharkticon, Kranix",Quintesson,G1,,Generations Selects,Hasbro,first,Deluxe,$69.99,1,11/3/2020,6/29/2021,Pulse,1053253,,$69.99,"$25,837.78"
,"Transformers Generations War for Cybertron Galactic Odyssey Collection Botropolis Rescue Mission 6-Pack, Amazon Exclusive,",Overair,"Ironworks, Fuzer, Blast Master, Missile Master, Moonrock",Autobot,G1,,Galactic Odyssey Collection,Hasbro,first,Legends,$59.99,1,11/10/2020,3/5/2021,Amazon,112-5583024-8714638,,$59.99,"$25,897.77"
FT-44,FansToys FT-44 Thomas Astrotrain,Astrotrain,,Decepticon,G1,,,Fans Toys,third,3PMP,$319.99,1,11/16/2020,11/17/2020,ShowZ,20111607491431,,$319.99,"$26,217.76"
,"Transformers Generations - Transformers Collaborative: Marvel Comics X-Men Mash-Up, Ultimate X-Spanse (Target Exclusive)",Ultimate X-Spanse,,Other,X-Men,,Crossover,Hasbro,first,Leader,$64.99,1,11/17/2020,2/23/2021,Target,1067320117289,,$64.99,"$26,282.75"
,Transformers Toys Generations War for Cybertron: Earthrise Deluxe WFC-E37 Fan-Voted Runamuck Action Figure,Runamuck,,Decepticon,G1,,WFC Earthrise,Hasbro,first,Deluxe,$19.99,1,11/22/2020,12/11/2020,Amazon,114-5981572-0318639,,$19.99,"$26,302.74"
,Transformers Toys Generations War for Cybertron: Earthrise Deluxe WFC-E34 Trailbreaker Action Figure,Trailbreaker,,Autobot,G1,,WFC Earthrise,Hasbro,first,Deluxe,$19.99,1,11/22/2020,12/11/2020,Amazon,114-5981572-0318639,,$19.99,"$26,322.73"
,Transformers Toys Generations War for Cybertron: Earthrise Deluxe WFC-E36 Sunstreaker Action Figure,Sunstreaker,,Autobot,G1,,WFC Earthrise,Hasbro,first,Deluxe,$19.99,1,11/22/2020,12/11/2020,Amazon,114-5981572-0318639,,$19.99,"$26,342.72"
,"Transformers Generations War for Cybertron Galactic Odyssey Collection Micron Micromasters 6-Pack, 1.5-inch Amazon Exclusive",Fireguard,"Roadburner, Runner, Motorhead, Stingracer, Windstorm",Autobot,G1,,Galactic Odyssey Collection,Hasbro,first,Legends,$29.99,1,11/22/2020,2/22/2021,Amazon,114-5981572-0318639,,$29.99,"$26,372.71"
FT-42,FT-42 Hunk | Fans Toys,Brawn,,Autobot,G1,,,Fans Toys,third,3PMP,$94.99,1,11/25/2020,12/1/2020,TFSource,373128,,$94.99,"$26,467.70"
R-44,R-44 Tortor D Squad | Mastermind Creations Reformatted D-Squad,Tesarus,,Decepticon,IDW,DJD,,Mastermind Creations,third,3PMP,$199.99,1,11/25/2020,12/1/2020,TFSource,373128,,$199.99,"$26,667.69"
,Transformers Bumblebee By PCS Collectibles,Bumblebee,,Autobot,G1,,,PCS Collectables,second,Figure,$40.00,1,11/25/2020,5/8/2021,Pulse,1105735,,$40.00,"$26,707.69"
,Transformers Grimlock By PCS Collectibles,Grimlock,,Autobot,G1,Dinobots,,PCS Collectables,second,Figure,$60.00,1,11/25/2020,5/8/2021,Pulse,1105735,,$60.00,"$26,767.69"
,Transformers Starscream By PCS Collectibles,Starscream,,Decepticon,G1,Seeker,,PCS Collectables,second,Figure,$50.00,1,11/25/2020,5/8/2021,Pulse,1105735,,$50.00,"$26,817.69"
KFC-T,Transistor Orange Movie Version and cassettes | KFC Toys,Blaster,,Autobot,G1,,,KFC,third,3PMP,$179.99,1,12/1/2020,12/1/2020,TFSource,373128,,$179.99,"$26,997.68"
MTRM-09R,MTRM-09R Downbeat Premium Version Limited Edtiion | MakeToys Re: Master Series,Jazz,,Autobot,G1,,Re:Master,MakeToys,third,3PMP,$109.99,1,12/8/2020,12/17/2020,TFSource,378352,,$109.99,"$27,107.67"
PX-13,PX-13 Querella,Skywarp,,Decepticon,FOC,Seeker,,Planet X,third,3PMP,$49.99,1,12/9/2020,3/19/2021,BBTS,30-4753155,,$49.99,"$27,157.66"
PX-12,PX-12 Fatum,Thundercracker,,Decepticon,FOC,Seeker,,Planet X,third,3PMP,$49.99,1,12/9/2020,3/19/2021,BBTS,30-4753155,,$49.99,"$27,207.65"
IF-EX46,IF-EX46 Honekumoki | Iron Factory Iron Samurai,Bludgeon,,Decepticon,Samurai,,Iron Samurai,Iron Factory,third,Legends,$44.99,1,12/17/2020,12/17/2020,TFSource,378352,,$44.99,"$27,252.64"
R-45,R-45 Mnemo and Motif Set of 2 | Mastermind Creations Reformatted,Chromedome,Rewind,Autobot,IDW,,Reformatted,Mastermind Creations,third,3PMP,$129.99,1,12/17/2020,1/7/2021,TFSource,382029,,$129.99,"$27,382.63"
MP-51,MP-51 Arcee | Transformers Masterpiece,Arcee,,Autobot,G1,,Masterpiece,Takara,first,MP,$149.99,1,1/1/2021,1/7/2021,TFSource,382029,,$149.99,"$27,532.62"
,Transformers Takara Tomy Generations Selects TT-GS06 Lobclaw (Nautilator) Action Figure,Nautilator,,Decepticon,G1,Seacon,TTGS,Takara,first,Deluxe,$34.99,1,1/5/2021,2/4/2021,Pulse,1192637,,$34.99,"$27,567.61"
,Transformers Takara Tomy Generations Selects TT-GS02 Kraken (Seawing) Action Figure,Seawing,,Decepticon,G1,Seacon,TTGS,Takara,first,Deluxe,$34.99,1,1/5/2021,2/4/2021,Pulse,1192637,,$34.99,"$27,602.60"
,Transformers Takara Tomy Generations Selects TT-GS03 Turtler (Snaptrap) Action Figure,Snaptrap,,Decepticon,G1,Seacon,TTGS,Takara,first,Voyager,$59.99,1,1/5/2021,6/1/2021,Pulse,1192637,,$59.99,"$27,662.59"
,Transformers Takara Tomy Generations Selects TT-GS04 Gulf (Skalor) Action Figure,Skalor,,Decepticon,G1,Seacon,TTGS,Takara,first,Deluxe,$34.99,1,1/5/2021,6/1/2021,Pulse,1192637,,$34.99,"$27,697.58"
,"Transformers Generations Collaborative: Back to the Future Mash-Up, Gigawatt Figure",Gigawatt,,Other,BTTF,,Crossover,Hasbro,first,Deluxe,$29.99,1,1/5/2021,9/20/2021,Pulse,1192637,,$29.99,"$27,727.57"
,TRA GEN VOYA TRA GEN SERIES VOYAGER Optimus Primal,Optimus Primal,,Maximal,BW,,WFC Kingdom,Hasbro,first,Voyager,$29.99,1,1/7/2021,1/7/2021,Target,1007-0012-0174-5699,Possible Incorrect Date,$29.99,"$27,757.56"
,TRA GEN VOYA TRA GEN SERIES VOYAGER Cyclonus,Cyclonus,,Decepticon,G1,,WFC Kingdom,Hasbro,first,Voyager,$29.99,1,1/7/2021,1/7/2021,Target,1007-0012-0174-5699,Possible Incorrect Date,$29.99,"$27,787.55"
,TRA VOYA TRA GEN WFC VOYAGER BlackArachnia,Blackarachnia,,Predacon,BW,,WFC Kingdom,Hasbro,first,Voyager,$19.99,1,1/7/2021,1/7/2021,Target,1007-0012-0174-5699,Possible Incorrect Date,$19.99,"$27,807.54"
,TRA VOYA TRA GEN WFC VOYAGER Warpath,Warpath,,Autobot,G1,,WFC Kingdom,Hasbro,first,Voyager,$19.99,1,1/7/2021,1/7/2021,Target,1007-0012-0174-5699,Possible Incorrect Date,$19.99,"$27,827.53"
,TRA WFC DLX TRA GEN WFC DLX Paleotrex,Paleotrex,,Predacon,Kingdom,Fossilizer,WFC Kingdom,Hasbro,first,Deluxe,$19.99,1,1/7/2021,1/7/2021,Target,1007-1509-0173-5298,Possible Incorrect Date,$19.99,"$27,847.52"
MPM-7,Transformers Masterpiece Movie Series Bumblebee MPM-7,Bumblebee,,Autobot,Bumblebee,,Masterpiece,Hasbro,first,MP,$79.99,1,1/7/2021,1/7/2021,Target,1007-1509-0172-5364,Possible Incorrect Date,$79.99,"$27,927.51"
,TRA GEN DELX TRA GEN SERIES DELUXE Cheetor,Cheetor,,Maximal,BW,,WFC Kingdom,Hasbro,first,Deluxe,$19.99,1,1/7/2021,1/7/2021,Target,1007-1509-0172-5364,Possible Incorrect Date,$19.99,"$27,947.50"
,TRA GEN VOYA TRA GEN SERIES VOYAGER Dinobot,Dinobot,,Maximal,BW,,WFC Kingdom,Hasbro,first,Voyager,$29.99,1,1/7/2021,1/7/2021,Target,1007-1314-0161-9873,Possible Incorrect Date,$29.99,"$27,977.49"
,TRA WFC CORE TRA GEN WFC CORE Optimus Prime,Optimus Prime,,Autobot,G1,,WFC Kingdom,Hasbro,first,Core,$9.99,1,1/7/2021,1/7/2021,Target,1007-1314-0161-9873,Possible Incorrect Date,$9.99,"$27,987.48"
,TRA WARRIOR TRA CYBERVERSE WARRIOR Gnaw,Gnaw,,Quintesson,G1,Sharkticon,WFC Kingdom,Hasbro,first,Warrior,$14.99,1,1/7/2021,1/7/2021,Target,1007-1278-0171-1938,Possible Incorrect Date,$14.99,"$28,002.47"
BWM-02,BWM-02 Skateboard Gorilla | TransArt,Optimus Primal,,Maximal,BW,Transmetal,,TransArt,third,3PMP,$129.99,1,1/7/2021,1/7/2021,TFSource,382029,,$129.99,"$28,132.46"
TE-01A,TE-01A OP Leader Anime Edition | Transform Element,Optimus Prime,,Autobot,G1,,,Transform Element,third,3PMP,$169.99,1,1/15/2021,1/15/2021,TFSource,383482,,$169.99,"$28,302.45"
IF-EX44,IF-EX44 City Commander Final Battle Armor | Iron Factory,Ultra Magnus,,Autobot,IDW,,,Iron Factory,third,Legends,$89.99,1,1/22/2021,2/5/2021,TFSource,387578,,$89.99,"$28,392.44"
,Transformers Studio Series 86-03 Deluxe The Transformers: The Movie Blurr,Blurr,,Autobot,G1,,Studio Series,Hasbro,first,Deluxe,$19.99,1,1/31/2021,1/31/2021,Walmart,In store,,$19.99,"$28,412.43"
,Transformers Generations Selects Deluxe WFC-GS23 Deep Cover,Deep Cover,,Autobot,Diaclone,,WFC GS,Hasbro,first,Deluxe,$19.99,1,2/2/2021,4/8/2021,Pulse,1234313,,$19.99,"$28,432.42"
,Transformers Studio Series 86-02 Deluxe The Transformers: The Movie Kup,Kup,,Autobot,G1,,Studio Series,Hasbro,first,Deluxe,$19.99,1,2/4/2021,2/4/2021,Walmart,In store,,$19.99,"$28,452.41"
,Transformers Studio Series 86-01 Deluxe The Transformers: The Movie Autobot Jazz,Jazz,,Autobot,G1,,Studio Series,Hasbro,first,Deluxe,$19.99,1,2/4/2021,2/4/2021,Walmart,In store,,$19.99,"$28,472.40"
MX-18,MX-18 Dr. Egg | X-Transbots,Quintesson Judge,,Quintesson,G1,,,X-Transbots,third,3PMP,$145.99,1,2/4/2021,2/5/2021,TFSource,387578,,$145.99,"$28,618.39"
FT-31D,Fans Toys FT-31D Smokey,Dragstrip,,Decepticon,G1,Stunticon,,Fans Toys,third,3PMP,$199.00,1,2/12/2021,2/14/2021,Ebay,26-06568-44488,,$199.00,"$28,817.39"
,Transformers Generations Selects Deluxe WFC-GS25 Transmutate,Transmutate,,Maximal,BW,,WFC GS,Hasbro,first,Deluxe,$19.99,1,2/23/2021,9/9/2021,Pulse,1258199,,$19.99,"$28,837.38"
TF-M1-5,Havoc Car Combiner Set of 5 Metallic Version | Transformmission,Menasor,"Motormaster, Dead End, Wild Rider, Drag Strip, Breakdown",Decepticon,IDW,Stunticon,,Transformmission,third,3PMP,$329.99,1,2/24/2021,2/24/2021,TFSource,390909,,$329.99,"$29,167.37"
,Transformers Generations Selects Voyager WFC-GS24 Ramjet,Ramjet,,Decepticon,G1,Seeker,WFC GS,Hasbro,first,Voyager,$29.99,1,3/9/2021,8/20/2021,Pulse,1278779,,$29.99,"$29,197.36"
PX-17,"PX-17 Morpheus, PX-18 Phobetor, & PX-19 Phantasus Set",Shrapnel,,Decepticon,FOC,Insecticon,,Planet X,third,3PMP,$40.00,1,3/17/2021,3/19/2021,BBTS,36-5523957,,$40.00,"$29,237.36"
PX-18,"PX-17 Morpheus, PX-18 Phobetor, & PX-19 Phantasus Set",Bombshell,,Decepticon,FOC,Insecticon,,Planet X,third,3PMP,$40.00,1,3/17/2021,3/19/2021,BBTS,36-5523957,,$40.00,"$29,277.35"
PX-19,"PX-17 Morpheus, PX-18 Phobetor, & PX-19 Phantasus Set",Kickback,,Decepticon,FOC,Insecticon,,Planet X,third,3PMP,$40.00,1,3/17/2021,3/19/2021,BBTS,36-5523957,,$40.00,"$29,317.35"
IF-EX38,IF-EX38 Optics Hunter | Iron Factory,Hound,,Autobot,IDW,,,Iron Factory,third,Legends,$39.99,1,3/18/2021,4/29/2021,TFSource,403243,,$39.99,"$29,357.34"
,Transformers Generations Selects Titan Black Zarak,Black Zarak,,Decepticon,Masterforce,Headmaster,,Hasbro,first,Titan,$159.99,1,3/30/2021,2/22/2022,Pulse,1304925,,$159.99,"$29,517.33"
,Transformers Optimus Prime Modern Icons Replica Helmet ,Optimus Prime,,Autobot,G1,,,Modern Icons,second,Helmet,$109.99,1,4/1/2021,3/31/2022,Gamestop,1100000038452384,,$109.99,"$29,627.32"
FT-45,FT-45 Spindrift 2.0 | Fans Toys,Seaspray,,Autobot,G1,,,Fans Toys,third,3PMP,$99.99,1,4/4/2021,4/29/2021,TFSource,403243,,$99.99,"$29,727.31"
,Transformers Generations Shattered Glass Collection Blurr & IDW’s Shattered Glass—Blurr (Exclusive Hasbro Pulse UV Foil Variant Cover),Blurr,,Autobot,SG,,Shattered Glass,Hasbro,first,Deluxe,$29.99,1,4/9/2021,8/27/2021,Pulse,1345474,,$29.99,"$29,757.30"
,Transformers Generations War for Cybertron Deluxe WFC-K39 Tricranius Beast Power Fire Blasts Collection pack,Tricranius,,Maximal,Kingdom,Fossilizer,WFC Kingdom,Hasbro,first,Deluxe,$29.99,1,4/9/2021,9/18/2021,Pulse,1345474,,$29.99,"$29,787.29"
MB-15,MB-15 Naval Commander | Fans Hobby Master Builder,Optimus Prime,,Autobot,Armada,,,Fans Hobby,third,3PMP,$214.99,1,4/22/2021,4/29/2021,TFSource,403243,,$214.99,"$30,002.28"
R-48N,R-48 Optus Pexus | Mastermind Creations Reformatted,Optimus Prime,,Autobot,IDW,,Reformatted,Mastermind Creations,third,3PMP,$114.99,1,4/22/2021,4/29/2021,TFSource,403243,,$114.99,"$30,117.27"
,Transformers Generations War for Cybertron: Kingdom Deluxe WFC-K16 Huffer,Huffer,,Autobot,G1,,WFC Kingdom,Hasbro,first,Deluxe,$19.99,1,4/23/2021,4/27/2021,Pulse,1375912,,$19.99,"$30,137.26"
,Transformers Generations Shattered Glass Collection Megatron & IDW’s Shattered Glass—Megatron (Exclusive Hasbro Pulse Variant Cover),Megatron,,Decepticon,SG,,Shattered Glass,Hasbro,first,Voyager,$29.99,1,4/27/2021,11/6/2021,Pulse,1385671,,$29.99,"$30,167.25"
R-47,R-47 Exitus | Mastermind Creations Reformatted,Getaway,,Autobot,IDW,,Reformatted,Mastermind Creations,third,3PMP,$99.99,1,4/29/2021,4/29/2021,TFSource,403243,,$99.99,"$30,267.24"
,Transformers Generations War for Cybertron Series-Inspired Deep Cover,Deep Cover,,Autobot,Diaclone,,WFCT,Hasbro,first,Deluxe,$22.99,1,4/30/2021,5/4/2021,Pulse,1391187,,$22.99,"$30,290.23"
,Transformers Generations War for Cybertron Series-Inspired Deseeus Army Drone,Deeseeus Drone,,Quintesson,WFCT,,WFCT,Hasbro,first,Deluxe,$22.99,1,4/30/2021,5/4/2021,Pulse,1391187,,$22.99,"$30,313.22"
